txnId,orderCreateTime,upc,productDescription,productLink,qty,price,deliveryType,osVersion,deviceType,appType,orderDispatchTime,picker,pickCompleteTime,lineCompleteStatus,orderCompleteStatus,pickUpRequestTime,orderDeliveryTime,customerPickUpStatus
1.00E+12,10/4/18 16:39,4.91E+11,Set of 3 Non-Stick Cookie Sheets Made By Design,https://www.target.com/p/set-of-3-non-stick-cookie-sheets-carbon-steel-made-by-design-8482/-/A-53118936,1,13,driveUpDelivery,ios-9.3.5,Desktop,app,10/4/18 16:45,pk228,10/4/18 17:04,TRUE,complete,10/4/18 18:43,10/4/18 18:50,pickUpCompleted
1.00E+12,10/4/18 16:56,8.13E+11,Jbuds Air true wireless earbuds,https://www.target.com/p/jbuds-air-true-wireless-signature-earbuds-black/-/A-54283695,1,49.99,driveUpDelivery,ios-10.3.3,Mobile,browser,10/4/18 17:06,pk228,10/4/18 17:30,TRUE,complete,10/4/18 18:09,10/4/18 18:14,pickUpCompleted
1.00E+12,10/4/18 16:56,1.93E+11,2 Drawer Night Stand,https://www.target.com/p/pine-wood-night-stand-with-2-drawers-gold-benzara/-/A-54626340,2,339.99,driveUpDelivery,ios-10.3.3,Mobile,browser,10/4/18 17:06,pk228,10/4/18 17:30,TRUE,complete,10/4/18 18:09,10/4/18 18:14,pickUpCompleted
1.00E+12,10/4/18 16:56,37000928102,Swifer wetjet floor mop,https://www.target.com/p/swiffer-wetjet-floor-mop-starter-kit-1-power-mop-5-mopping-pads-1-floor-cleaner-liquid-solution/-/A-18813263,1,22.99,driveUpDelivery,ios-10.3.3,Mobile,browser,10/4/18 17:06,pk228,10/4/18 17:30,TRUE,complete,10/4/18 18:09,10/4/18 18:14,pickUpCompleted
1.00E+12,10/4/18 16:56,73257014427,Tall FlexGuard Kitchen Trash Bags 13 Gallon,https://www.target.com/p/flexguard-tall-kitchen-drawstring-trash-bags-unscented-13-gallon-60ct-up-up-153/-/A-14738971,3,8.99,driveUpDelivery,ios-10.3.3,Mobile,browser,10/4/18 17:06,pk228,10/4/18 17:30,TRUE,complete,10/4/18 18:09,10/4/18 18:14,pickUpCompleted
1.00E+12,10/4/18 16:56,7.62E+11,Starbucks medium roast coffee,https://www.target.com/p/starbucks-pike-place-roast-medium-roast-ground-coffee-12oz/-/A-12954151,2,8.99,driveUpDelivery,ios-10.3.3,Mobile,browser,10/4/18 17:06,pk228,10/4/18 17:30,TRUE,complete,10/4/18 18:09,10/4/18 18:14,pickUpCompleted
1.00E+12,10/4/18 17:15,5.01E+12,Rimmel Long lasting lipstick,https://www.target.com/p/rimmel-lasting-finish-lipstick-264-coffee-shimmer---0-14floz/-/A-52533864,1,4.99,driveUpDelivery,Android-7.1.0,Desktop,browser,10/4/18 17:30,pk226,10/4/18 17:47,FALSE,cancelled,---,---,--
1.00E+12,10/4/18 17:15,81877502248,convertible crib 4 in 1,https://www.target.com/p/storkcraft-steveston-4-in-1-convertible-crib-and-changer-with-drawer/-/A-53910066?preselect=75559733#lnk=sametab,1,279.99,driveUpDelivery,Android-7.1.0,Desktop,browser,10/4/18 17:30,pk226,10/4/18 17:47,TRUE,cancelled,---,---,--
1.00E+12,10/4/18 17:15,85239021873,Archer Farms Monster Trail Mix,https://www.target.com/p/monster-trail-mix-36oz-archer-farms-153/-/A-53169296,1,7.99,driveUpDelivery,Android-7.1.0,Desktop,browser,10/4/18 17:30,pk226,10/4/18 17:47,TRUE,cancelled,---,---,--
1.00E+12,10/4/18 17:15,7.52E+11,PowerXL Vortex Air Fryer,https://www.target.com/p/as-seen-on-tv-powerxl-vortex-air-fryer--3qt---black/-/A-76544201,1,99.99,driveUpDelivery,Android-7.1.0,Desktop,browser,10/4/18 17:30,pk226,10/4/18 17:47,TRUE,cancelled,---,---,--
1.00E+12,10/4/18 17:34,7.42E+11,7.5ft christmas tree 28 lbs,https://www.target.com/p/7-5ft-pre-lit-artificial-christmas-tree-full-virginia-pine-clear-lights-wondershop-8482/-/A-52331490,1,129.99,driveUpDelivery,ios-9.3.6,Mobile,browser,10/4/18 17:46,pk240,10/4/18 18:06,TRUE,complete,10/4/18 19:24,10/4/18 19:30,pickUpCompleted
1.00E+12,10/4/18 17:34,37000928102,Swifer wetjet floor mop,https://www.target.com/p/swiffer-wetjet-floor-mop-starter-kit-1-power-mop-5-mopping-pads-1-floor-cleaner-liquid-solution/-/A-18813263,1,22.99,driveUpDelivery,ios-9.3.6,Mobile,browser,10/4/18 17:46,pk240,10/4/18 18:06,TRUE,complete,10/4/18 19:24,10/4/18 19:30,pickUpCompleted
1.00E+12,10/4/18 17:34,16000123151,GM Honey Nut Cheerios Cereal 19 oz,https://www.target.com/p/cheerios-honey-nut-breakfast-cereal-19-5oz-general-mills/-/A-14765766,2,3.99,driveUpDelivery,ios-9.3.6,Mobile,browser,10/4/18 17:46,pk240,10/4/18 18:06,TRUE,complete,10/4/18 19:24,10/4/18 19:30,pickUpCompleted
1.00E+12,10/4/18 17:34,73257014427,Tall FlexGuard Kitchen Trash Bags 13 Gallon,https://www.target.com/p/flexguard-tall-kitchen-drawstring-trash-bags-unscented-13-gallon-60ct-up-up-153/-/A-14738971,1,8.99,driveUpDelivery,ios-9.3.6,Mobile,browser,10/4/18 17:46,pk240,10/4/18 18:06,TRUE,complete,10/4/18 19:24,10/4/18 19:30,declined
1.00E+12,10/4/18 17:34,8.13E+11,Jbuds Air true wireless earbuds,https://www.target.com/p/jbuds-air-true-wireless-signature-earbuds-black/-/A-54283695,1,49.99,driveUpDelivery,ios-9.3.6,Mobile,browser,10/4/18 17:46,pk240,10/4/18 18:06,TRUE,complete,10/4/18 19:24,10/4/18 19:30,pickUpCompleted
1.00E+12,10/4/18 17:34,85239021873,Archer Farms Monster Trail Mix,https://www.target.com/p/monster-trail-mix-36oz-archer-farms-153/-/A-53169296,1,7.99,driveUpDelivery,ios-9.3.6,Mobile,browser,10/4/18 17:46,pk240,10/4/18 18:06,TRUE,complete,10/4/18 19:24,10/4/18 19:30,pickUpCompleted
1.00E+12,10/4/18 17:34,8.30E+11,Lavender & Bergamot Liquid Hand Soap,https://www.target.com/p/lavender-38-bergamot-liquid-hand-soap-12-fl-oz-everspring-8482/-/A-75663199,2,2.79,driveUpDelivery,ios-9.3.6,Mobile,browser,10/4/18 17:46,pk240,10/4/18 18:06,TRUE,complete,10/4/18 19:24,10/4/18 19:30,pickUpCompleted
1.00E+12,10/4/18 17:34,8.96E+11,Raw Sugar Simply Hand Wash Sensitive Skin,https://www.target.com/p/raw-sugar-simply-hand-wash-sensitive-skin-green-tea-cucumber-aloe-16-9-fl-oz/-/A-52735228,2,4.99,driveUpDelivery,ios-9.3.6,Mobile,browser,10/4/18 17:46,pk240,10/4/18 18:06,TRUE,complete,10/4/18 19:24,10/4/18 19:30,pickUpCompleted
1.00E+12,10/4/18 17:56,16000123151,GM Honey Nut Cheerios Cereal 19 oz,https://www.target.com/p/cheerios-honey-nut-breakfast-cereal-19-5oz-general-mills/-/A-14765766,1,3.99,driveUpDelivery,ios-10.3.4,Mobile,app,10/4/18 18:06,pk229,10/4/18 18:27,TRUE,complete,10/4/18 19:29,10/4/18 19:35,pickUpCompleted
1.00E+12,10/4/18 17:56,75720005055,2.5Ga water jug,https://www.target.com/p/poland-spring-brand-100-natural-spring-water-2-5-gal-jug/-/A-14756374,2,3.09,driveUpDelivery,ios-10.3.4,Mobile,app,10/4/18 18:06,pk229,10/4/18 18:27,TRUE,complete,10/4/18 19:29,10/4/18 19:35,declined
1.00E+12,10/4/18 17:56,7.42E+11,7.5ft christmas tree 28 lbs,https://www.target.com/p/7-5ft-pre-lit-artificial-christmas-tree-full-virginia-pine-clear-lights-wondershop-8482/-/A-52331490,2,129.99,driveUpDelivery,ios-10.3.4,Mobile,app,10/4/18 18:06,pk229,10/4/18 18:27,TRUE,complete,10/4/18 19:29,10/4/18 19:35,pickUpCompleted
1.00E+12,10/4/18 17:56,5.00E+12,Dual action tinted moisturiser,https://www.target.com/p/no7-dual-action-tinted-moisturiser-spf-15-medium-1-6oz/-/A-14496960,1,11.99,driveUpDelivery,ios-10.3.4,Mobile,app,10/4/18 18:06,pk229,10/4/18 18:27,TRUE,complete,10/4/18 19:29,10/4/18 19:35,pickUpCompleted
1.00E+12,10/4/18 18:10,11217994716,Double Zipper snack bags,https://www.target.com/p/double-zipper-snack-size-bags-150ct-up-up-8482/-/A-16360916,1,3.49,driveUpDelivery,Android-7.0,Tablet,browser,10/4/18 18:19,pk225,10/4/18 18:39,TRUE,complete,10/4/18 20:25,10/4/18 20:30,pickUpCompleted
1.00E+12,10/4/18 18:10,73257014427,Tall FlexGuard Kitchen Trash Bags 13 Gallon,https://www.target.com/p/flexguard-tall-kitchen-drawstring-trash-bags-unscented-13-gallon-60ct-up-up-153/-/A-14738971,2,8.99,driveUpDelivery,Android-7.0,Tablet,browser,10/4/18 18:19,pk225,10/4/18 18:39,TRUE,complete,10/4/18 20:25,10/4/18 20:30,pickUpCompleted
1.00E+12,10/4/18 18:10,8.49E+11," 10"" Gel Foam Mattress",https://www.target.com/p/california-king-comfort-collection-gel-10--34--memory-foam-mattress---lucid/-/A-54670876,2,419.99,driveUpDelivery,Android-7.0,Tablet,browser,10/4/18 18:19,pk225,10/4/18 18:39,TRUE,complete,10/4/18 20:25,10/4/18 20:30,pickUpCompleted
1.00E+12,10/4/18 18:43,8.13E+11,Jbuds Air true wireless earbuds,https://www.target.com/p/jbuds-air-true-wireless-signature-earbuds-black/-/A-54283695,1,49.99,driveUpDelivery,ios-9.3.5,Mobile,browser,10/4/18 19:00,pk238,10/4/18 19:26,TRUE,complete,10/4/18 20:45,10/4/18 20:52,pickUpCompleted
1.00E+12,10/4/18 19:09,38675340169," Schwinn Ranger bike 24""",https://www.target.com/p/schwinn-ranger-24-34-kids-39-mountain-bike-purple/-/A-52765014,2,209.99,driveUpDelivery,Android-8.1,Mobile,browser,10/4/18 19:15,pk239,10/4/18 19:31,TRUE,complete,10/4/18 20:40,10/4/18 20:45,pickUpCompleted
1.00E+12,10/4/18 19:27,81877502248,convertible crib 4 in 1,https://www.target.com/p/storkcraft-steveston-4-in-1-convertible-crib-and-changer-with-drawer/-/A-53910066?preselect=75559733#lnk=sametab,1,279.99,driveUpDelivery,ios-10.3.4,Desktop,browser,10/4/18 19:40,pk227,10/4/18 19:56,FALSE,cancelled,---,---,--
1.00E+12,10/4/18 19:27,4.91E+11,Set of 3 Non-Stick Cookie Sheets Made By Design,https://www.target.com/p/set-of-3-non-stick-cookie-sheets-carbon-steel-made-by-design-8482/-/A-53118936,1,13,driveUpDelivery,ios-10.3.4,Desktop,browser,10/4/18 19:40,pk227,10/4/18 19:56,TRUE,cancelled,---,---,--
1.00E+12,10/4/18 19:27,73257014427,Tall FlexGuard Kitchen Trash Bags 13 Gallon,https://www.target.com/p/flexguard-tall-kitchen-drawstring-trash-bags-unscented-13-gallon-60ct-up-up-153/-/A-14738971,1,8.99,driveUpDelivery,ios-10.3.4,Desktop,browser,10/4/18 19:40,pk227,10/4/18 19:56,TRUE,cancelled,---,---,--
1.00E+12,10/4/18 19:27,4.90E+11,Up & Up AA Batteries,https://www.target.com/p/aa-batteries-10ct-up-up-153/-/A-53692528,1,8.49,driveUpDelivery,ios-10.3.4,Desktop,browser,10/4/18 19:40,pk227,10/4/18 19:56,TRUE,cancelled,---,---,--
1.00E+12,10/4/18 19:27,33200005445,Arm & Hammer Liquid Laundry Detergent,https://www.target.com/p/arm---38--hammer-plus-oxiclean-fresh-scent-liquid-laundry-detergent--224-fl-oz/-/A-49135699,1,11.99,driveUpDelivery,ios-10.3.4,Desktop,browser,10/4/18 19:40,pk227,10/4/18 19:56,TRUE,cancelled,---,---,--
1.00E+12,10/4/18 19:27,70230171276,Plastic Jug Cat Litter,https://www.target.com/p/purina-tidy-cats-clumping-lightweight-4-in-1-strength-plastic-jug-cat-litter-8-5lbs/-/A-50382489,1,12.99,driveUpDelivery,ios-10.3.4,Desktop,browser,10/4/18 19:40,pk227,10/4/18 19:56,TRUE,cancelled,---,---,--
1.00E+12,10/4/18 19:49,72785137349,Citrus Grove Liquid Hand Soap,https://www.target.com/p/citrus-grove-liquid-hand-soap-10-fl-oz-smartly-8482/-/A-77592715,1,0.99,driveUpDelivery,Android-7.1.2,Tablet,browser,10/4/18 19:59,pk229,10/4/18 20:16,TRUE,complete,10/4/18 21:05,10/4/18 21:11,pickUpCompleted
1.00E+12,10/5/18 8:13,8.30E+11,Lemon Scent Dishwasher Tablets Smartly,https://www.target.com/p/lemon-scent-dishwasher-packs-32ct-smartly-8482/-/A-75666570,3,4.49,driveUpDelivery,ios-9.3.6,Desktop,browser,10/5/18 8:28,pk235,10/5/18 8:45,TRUE,complete,10/5/18 10:06,10/5/18 10:10,pickUpCompleted
1.00E+12,10/5/18 8:40,41333048642,Duracell AA batteries,https://www.target.com/p/duracell-copper-top-aa-batteries-10ct/-/A-14044612,1,9.49,driveUpDelivery,Android-8.1,Desktop,browser,10/5/18 8:48,pk229,10/5/18 9:07,TRUE,complete,10/5/18 10:08,10/5/18 10:13,pickUpCompleted
1.00E+12,10/5/18 8:40,7.62E+11,Starbucks medium roast coffee,https://www.target.com/p/starbucks-pike-place-roast-medium-roast-ground-coffee-12oz/-/A-12954151,1,8.99,driveUpDelivery,Android-8.1,Desktop,browser,10/5/18 8:48,pk229,10/5/18 9:07,TRUE,complete,10/5/18 10:08,10/5/18 10:13,pickUpCompleted
1.00E+12,10/5/18 8:40,8.88E+11,Electric Scooter Folding,https://www.target.com/p/hover-1-journey-electric-folding-scooter---white/-/A-78595840,1,349.99,driveUpDelivery,Android-8.1,Desktop,browser,10/5/18 8:48,pk229,10/5/18 9:07,TRUE,complete,10/5/18 10:08,10/5/18 10:13,declined
1.00E+12,10/5/18 9:01,4.90E+11,Up & Up AA Batteries,https://www.target.com/p/aa-batteries-10ct-up-up-153/-/A-53692528,1,8.49,driveUpDelivery,Android-7.0,Desktop,app,10/5/18 9:12,pk235,10/5/18 9:31,TRUE,complete,10/5/18 10:10,10/5/18 10:16,pickUpCompleted
1.00E+12,10/5/18 9:01,8.58E+11,Instant Pot Duo 6 quart programmable pressure cooker,https://www.target.com/p/instant-pot-duo-nova-6-quart-7-in-1-one-touch-multi-use-programmable-pressure-cooker-with-new-easy-seal-lid---8211--latest-model/-/A-54643166,1,69.95,driveUpDelivery,Android-7.0,Desktop,app,10/5/18 9:12,pk235,10/5/18 9:31,TRUE,complete,10/5/18 10:10,10/5/18 10:16,pickUpCompleted
1.00E+12,10/5/18 9:27,41333048642,Duracell AA batteries,https://www.target.com/p/duracell-copper-top-aa-batteries-10ct/-/A-14044612,1,9.49,driveUpDelivery,Android-7.0,Mobile,browser,10/5/18 9:37,pk229,10/5/18 9:58,TRUE,complete,10/5/18 10:57,10/5/18 11:01,pickUpCompleted
1.00E+12,10/5/18 9:27,8.30E+11,Lavender & Bergamot Liquid Hand Soap,https://www.target.com/p/lavender-38-bergamot-liquid-hand-soap-12-fl-oz-everspring-8482/-/A-75663199,2,2.79,driveUpDelivery,Android-7.0,Mobile,browser,10/5/18 9:37,pk229,10/5/18 9:58,TRUE,complete,10/5/18 10:57,10/5/18 11:01,pickUpCompleted
1.00E+12,10/5/18 9:27,8.88E+11,Electric Scooter Folding,https://www.target.com/p/hover-1-journey-electric-folding-scooter---white/-/A-78595840,3,349.99,driveUpDelivery,Android-7.0,Mobile,browser,10/5/18 9:37,pk229,10/5/18 9:58,TRUE,complete,10/5/18 10:57,10/5/18 11:01,declined
1.00E+12,10/5/18 9:27,6.48E+11,7oz Opalhouse Glass Jar Candle Sweet Almond Blossom,https://www.target.com/p/7oz-glass-jar-candle-sweet-almond-blossom---floral-collection---opalhouse--8482-/-/A-54012199,1,10.99,driveUpDelivery,Android-7.0,Mobile,browser,10/5/18 9:37,pk229,10/5/18 9:58,TRUE,complete,10/5/18 10:57,10/5/18 11:01,pickUpCompleted
1.00E+12,10/5/18 9:43,11217994716,Double Zipper snack bags,https://www.target.com/p/double-zipper-snack-size-bags-150ct-up-up-8482/-/A-16360916,1,3.49,driveUpDelivery,ios-9.3.6,Tablet,app,10/5/18 9:53,pk237,10/5/18 10:14,TRUE,cancelled,---,---,--
1.00E+12,10/5/18 9:43,8.45E+11," Visio E-Series 70"" 4K SmarTV",https://www.target.com/p/vizio-e-series-70-class-69-5-diag-4k-hdr-smart-tv-black-e70-f3/-/A-53347121,2,749.99,driveUpDelivery,ios-9.3.6,Tablet,app,10/5/18 9:53,pk237,10/5/18 10:14,FALSE,cancelled,---,---,--
1.00E+12,10/5/18 9:59,1.93E+11,2 Drawer Night Stand,https://www.target.com/p/pine-wood-night-stand-with-2-drawers-gold-benzara/-/A-54626340,1,339.99,driveUpDelivery,Android-8.0,Desktop,browser,10/5/18 10:06,pk229,10/5/18 10:25,TRUE,complete,10/5/18 11:25,10/5/18 11:31,declined
1.00E+12,10/5/18 9:59,68274735295,Bottled water 28-pack,https://www.target.com/p/nestle-pure-life-purified-water-28pk-0-5-l-bottles/-/A-50251590,1,3.99,driveUpDelivery,Android-8.0,Desktop,browser,10/5/18 10:06,pk229,10/5/18 10:25,TRUE,complete,10/5/18 11:25,10/5/18 11:31,pickUpCompleted
1.00E+12,10/5/18 9:59,41333048642,Duracell AA batteries,https://www.target.com/p/duracell-copper-top-aa-batteries-10ct/-/A-14044612,2,9.49,driveUpDelivery,Android-8.0,Desktop,browser,10/5/18 10:06,pk229,10/5/18 10:25,TRUE,complete,10/5/18 11:25,10/5/18 11:31,pickUpCompleted
1.00E+12,10/5/18 9:59,1.92E+11,heydayª Wired Earbuds - Dusty Coral,https://www.target.com/p/heyday-8482-wired-earbuds-dusty-coral/-/A-79899095,2,8.99,driveUpDelivery,Android-8.0,Desktop,browser,10/5/18 10:06,pk229,10/5/18 10:25,TRUE,complete,10/5/18 11:25,10/5/18 11:31,pickUpCompleted
1.00E+12,10/5/18 9:59,8.90E+11,Teak wood patio dining set,https://www.target.com/p/marina-11pc-teak-patio-dining-set-white-modway/-/A-77605946,2,3999.99,driveUpDelivery,Android-8.0,Desktop,browser,10/5/18 10:06,pk229,10/5/18 10:25,TRUE,complete,10/5/18 11:25,10/5/18 11:31,pickUpCompleted
1.00E+12,10/5/18 10:21,8.96E+11,Raw Sugar Simply Hand Wash Sensitive Skin,https://www.target.com/p/raw-sugar-simply-hand-wash-sensitive-skin-green-tea-cucumber-aloe-16-9-fl-oz/-/A-52735228,2,4.99,driveUpDelivery,ios-9.3.6,Desktop,browser,10/5/18 10:30,pk239,10/5/18 10:52,TRUE,complete,10/5/18 11:57,10/5/18 12:03,pickUpCompleted
1.00E+12,10/5/18 10:21,72785137349,Citrus Grove Liquid Hand Soap,https://www.target.com/p/citrus-grove-liquid-hand-soap-10-fl-oz-smartly-8482/-/A-77592715,2,0.99,driveUpDelivery,ios-9.3.6,Desktop,browser,10/5/18 10:30,pk239,10/5/18 10:52,TRUE,complete,10/5/18 11:57,10/5/18 12:03,pickUpCompleted
1.00E+12,10/5/18 10:42,75720005055,2.5Ga water jug,https://www.target.com/p/poland-spring-brand-100-natural-spring-water-2-5-gal-jug/-/A-14756374,1,3.09,driveUpDelivery,ios-10.3.4,Mobile,app,10/5/18 10:49,pk227,10/5/18 11:07,TRUE,complete,10/5/18 11:45,10/5/18 11:50,pickUpCompleted
1.00E+12,10/5/18 11:06,8.45E+11," Visio E-Series 70"" 4K SmarTV",https://www.target.com/p/vizio-e-series-70-class-69-5-diag-4k-hdr-smart-tv-black-e70-f3/-/A-53347121,1,749.99,driveUpDelivery,Android-7.1.0,Mobile,browser,10/5/18 11:24,pk240,10/5/18 11:36,FALSE,cancelled,---,---,--
1.00E+12,10/5/18 11:06,8.49E+11," 10"" Gel Foam Mattress",https://www.target.com/p/california-king-comfort-collection-gel-10--34--memory-foam-mattress---lucid/-/A-54670876,2,419.99,driveUpDelivery,Android-7.1.0,Mobile,browser,10/5/18 11:24,pk240,10/5/18 11:36,TRUE,cancelled,---,---,--
1.00E+12,10/5/18 11:06,79105116626,pet food 30 lbs,https://www.target.com/p/nutro-wholesome-essentials-adult-chicken-rice-dry-dog-food/-/A-53090016,1,54.99,driveUpDelivery,Android-7.1.0,Mobile,browser,10/5/18 11:24,pk240,10/5/18 11:36,TRUE,cancelled,---,---,--
1.00E+12,10/5/18 11:20,8.88E+11,Electric Scooter Folding,https://www.target.com/p/hover-1-journey-electric-folding-scooter---white/-/A-78595840,1,349.99,driveUpDelivery,ios-10.3.3,Mobile,browser,10/5/18 11:28,pk224,10/5/18 11:51,TRUE,complete,10/5/18 12:56,10/5/18 13:00,pickUpCompleted
1.00E+12,10/5/18 11:20,79105116626,pet food 30 lbs,https://www.target.com/p/nutro-wholesome-essentials-adult-chicken-rice-dry-dog-food/-/A-53090016,2,54.99,driveUpDelivery,ios-10.3.3,Mobile,browser,10/5/18 11:28,pk224,10/5/18 11:51,TRUE,complete,10/5/18 12:56,10/5/18 13:00,pickUpCompleted
1.00E+12,10/5/18 11:46,37000874744,Downy Liquid Detergent,https://www.target.com/p/tide-plus-a-touch-of-downy-april-fresh-high-efficiency-liquid-laundry-detergent---138-fl-oz/-/A-15071687,1,17.99,driveUpDelivery,Android-7.0,Tablet,app,10/5/18 12:04,pk223,10/5/18 12:26,TRUE,complete,10/5/18 13:45,10/5/18 13:50,declined
1.00E+12,10/5/18 11:46,8.13E+11,Jbuds Air true wireless earbuds,https://www.target.com/p/jbuds-air-true-wireless-signature-earbuds-black/-/A-54283695,1,49.99,driveUpDelivery,Android-7.0,Tablet,app,10/5/18 12:04,pk223,10/5/18 12:26,TRUE,complete,10/5/18 13:45,10/5/18 13:50,pickUpCompleted
1.00E+12,10/5/18 11:46,8.90E+11,Teak wood patio dining set,https://www.target.com/p/marina-11pc-teak-patio-dining-set-white-modway/-/A-77605946,2,3999.99,driveUpDelivery,Android-7.0,Tablet,app,10/5/18 12:04,pk223,10/5/18 12:26,TRUE,complete,10/5/18 13:45,10/5/18 13:50,declined
1.00E+12,10/5/18 12:06,7.52E+11,PowerXL Vortex Air Fryer,https://www.target.com/p/as-seen-on-tv-powerxl-vortex-air-fryer--3qt---black/-/A-76544201,1,99.99,driveUpDelivery,ios-9.3.5,Desktop,browser,10/5/18 12:16,pk232,10/5/18 12:43,TRUE,complete,10/5/18 13:36,10/5/18 13:41,declined
1.00E+12,10/5/18 12:06,8.96E+11,Raw Sugar Simply Hand Wash Sensitive Skin,https://www.target.com/p/raw-sugar-simply-hand-wash-sensitive-skin-green-tea-cucumber-aloe-16-9-fl-oz/-/A-52735228,1,4.99,driveUpDelivery,ios-9.3.5,Desktop,browser,10/5/18 12:16,pk232,10/5/18 12:43,TRUE,complete,10/5/18 13:36,10/5/18 13:41,pickUpCompleted
1.00E+12,10/5/18 12:06,5.01E+12,Rimmel Long lasting lipstick,https://www.target.com/p/rimmel-lasting-finish-lipstick-264-coffee-shimmer---0-14floz/-/A-52533864,1,4.99,driveUpDelivery,ios-9.3.5,Desktop,browser,10/5/18 12:16,pk232,10/5/18 12:43,TRUE,complete,10/5/18 13:36,10/5/18 13:41,pickUpCompleted
1.00E+12,10/5/18 12:06,8.58E+11,Instant Pot Duo 6 quart programmable pressure cooker,https://www.target.com/p/instant-pot-duo-nova-6-quart-7-in-1-one-touch-multi-use-programmable-pressure-cooker-with-new-easy-seal-lid---8211--latest-model/-/A-54643166,1,69.95,driveUpDelivery,ios-9.3.5,Desktop,browser,10/5/18 12:16,pk232,10/5/18 12:43,TRUE,complete,10/5/18 13:36,10/5/18 13:41,pickUpCompleted
1.00E+12,10/5/18 12:29,6.44E+11,Premier Protein Shake,https://www.target.com/p/premier-protein-shake-chocolate-11oz-4pk/-/A-50835667,1,7.99,driveUpDelivery,ios-10.3.3,Desktop,app,10/5/18 12:47,pk230,10/5/18 13:02,TRUE,complete,10/5/18 14:07,10/5/18 14:13,pickUpCompleted
1.00E+12,10/5/18 12:29,81877502248,convertible crib 4 in 1,https://www.target.com/p/storkcraft-steveston-4-in-1-convertible-crib-and-changer-with-drawer/-/A-53910066?preselect=75559733#lnk=sametab,1,279.99,driveUpDelivery,ios-10.3.3,Desktop,app,10/5/18 12:47,pk230,10/5/18 13:02,TRUE,complete,10/5/18 14:07,10/5/18 14:13,declined
1.00E+12,10/5/18 12:29,4.90E+11,Up & Up AA Batteries,https://www.target.com/p/aa-batteries-10ct-up-up-153/-/A-53692528,1,8.49,driveUpDelivery,ios-10.3.3,Desktop,app,10/5/18 12:47,pk230,10/5/18 13:02,TRUE,complete,10/5/18 14:07,10/5/18 14:13,pickUpCompleted
1.00E+12,10/5/18 12:48,8.88E+11,Electric Scooter Folding,https://www.target.com/p/hover-1-journey-electric-folding-scooter---white/-/A-78595840,2,349.99,driveUpDelivery,Android-7.1.0,Mobile,app,10/5/18 12:59,pk234,10/5/18 13:18,TRUE,complete,10/5/18 14:13,10/5/18 14:20,declined
1.00E+12,10/5/18 12:48,7.52E+11,PowerXL Vortex Air Fryer,https://www.target.com/p/as-seen-on-tv-powerxl-vortex-air-fryer--3qt---black/-/A-76544201,1,99.99,driveUpDelivery,Android-7.1.0,Mobile,app,10/5/18 12:59,pk234,10/5/18 13:18,TRUE,complete,10/5/18 14:13,10/5/18 14:20,pickUpCompleted
1.00E+12,10/5/18 13:11,6.44E+11,Premier Protein Shake,https://www.target.com/p/premier-protein-shake-chocolate-11oz-4pk/-/A-50835667,1,7.99,driveUpDelivery,Android-8.0,Tablet,app,10/5/18 13:17,pk231,10/5/18 13:41,TRUE,complete,10/5/18 14:45,10/5/18 14:49,pickUpCompleted
1.00E+12,10/5/18 13:11,7.42E+11,7.5ft christmas tree 28 lbs,https://www.target.com/p/7-5ft-pre-lit-artificial-christmas-tree-full-virginia-pine-clear-lights-wondershop-8482/-/A-52331490,1,129.99,driveUpDelivery,Android-8.0,Tablet,app,10/5/18 13:17,pk231,10/5/18 13:41,TRUE,complete,10/5/18 14:45,10/5/18 14:49,declined
1.00E+12,10/5/18 13:11,4.90E+11,Up & Up AA Batteries,https://www.target.com/p/aa-batteries-10ct-up-up-153/-/A-53692528,1,8.49,driveUpDelivery,Android-8.0,Tablet,app,10/5/18 13:17,pk231,10/5/18 13:41,TRUE,complete,10/5/18 14:45,10/5/18 14:49,pickUpCompleted
1.00E+12,10/5/18 13:11,75720005055,2.5Ga water jug,https://www.target.com/p/poland-spring-brand-100-natural-spring-water-2-5-gal-jug/-/A-14756374,2,3.09,driveUpDelivery,Android-8.0,Tablet,app,10/5/18 13:17,pk231,10/5/18 13:41,TRUE,complete,10/5/18 14:45,10/5/18 14:49,pickUpCompleted
1.00E+12,10/5/18 13:11,4.91E+11,Set of 3 Non-Stick Cookie Sheets Made By Design,https://www.target.com/p/set-of-3-non-stick-cookie-sheets-carbon-steel-made-by-design-8482/-/A-53118936,1,13,driveUpDelivery,Android-8.0,Tablet,app,10/5/18 13:17,pk231,10/5/18 13:41,TRUE,complete,10/5/18 14:45,10/5/18 14:49,pickUpCompleted
1.00E+12,10/5/18 13:22,6.48E+11,7oz Opalhouse Glass Jar Candle Sweet Almond Blossom,https://www.target.com/p/7oz-glass-jar-candle-sweet-almond-blossom---floral-collection---opalhouse--8482-/-/A-54012199,2,10.99,driveUpDelivery,Android-7.1.2,Tablet,app,10/5/18 13:28,pk235,10/5/18 13:44,FALSE,cancelled,---,---,--
1.00E+12,10/5/18 13:22,8.49E+11," 10"" Gel Foam Mattress",https://www.target.com/p/california-king-comfort-collection-gel-10--34--memory-foam-mattress---lucid/-/A-54670876,1,419.99,driveUpDelivery,Android-7.1.2,Tablet,app,10/5/18 13:28,pk235,10/5/18 13:44,TRUE,cancelled,---,---,--
